Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name	sample_name
zr28333_25_trimmed_1.fastq.gz	XieM_2019__SAMC044639__bin.32.fa	0.3347	0.9451	99.65	1.611	99.60-99.70	1.611	1.55-1.66	2	2.301	14247/19857	98.93	0	SAMC044639_k141_719	zr28333_25
zr28333_25_trimmed_1.fastq.gz	EBC_134.5.fa	0.3147	1.205	99.08	1.515	99.02-99.13	1.515	1.46-1.57	2	2.424	15406/26324	98.29	5	EBC_134.5_EBC_134_scaffold_561	zr28333_25
zr28333_25_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	0.3114	0.3948	99.07	1.499	98.99-99.15	1.499	1.43-1.58	2	1.981	5162/8865	98.27	35	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	zr28333_25
zr28333_25_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	0.2498	0.2617	99.45	1.203	99.35-99.53	1.203	1.15-1.29	1	1.77	4347/7379	98.31	0	WK028-2-L-48h-03A1_S20_k141_3165	zr28333_25
zr28333_25_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6.fa	0.1982	0.2931	99.65	0.954	99.52-99.77	0.954	0.88-1.02	2	3.176	5751/10372	98.12	0	TGS12-29_k141_701	zr28333_25
zr28333_25_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.10.fa	0.1701	0.2466	95.42	0.819	95.20-95.74	0.819	0.70-0.90	2	2.184	1315/9849	93.71	3660	AF66_k141_123	zr28333_25
zr28333_25_trimmed_1.fastq.gz	LeechJ_xxxx__AF53__bin.10.fa	0.1178	0.1769	97.92	0.567	97.70-98.17	0.567	0.51-0.61	1	1.378	2355/10440	95.31	86	AF53_k141_67	zr28333_25
zr28333_25_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_226__bin.6.fa	0.092	0.1699	98.99	0.443	98.82-99.24	0.443	0.41-0.47	1	1.332	3386/12895	95.78	147	NODE_2_length_319059_cov_34.9987_ID_36074	zr28333_25
zr28333_25_trimmed_1.fastq.gz	LeechJ_xxxx__AF73__bin.2.fa	0.0713	0.1892	98.94	0.343	98.71-99.13	0.343	0.32-0.37	1	1.421	3989/18586	95.16	50	AF73_k141_59	zr28333_25
zr28333_25_trimmed_1.fastq.gz	YouL_2022__SRR13308526__bin.24.fa	0.0318	0.0896	98.12	0.153	97.66-98.55	0.153	0.13-0.18	1	1.229	1593/19793	92.19	164	NODE_37_length_141872_cov_18.1171_ID_20191	zr28333_25
zr28333_25_trimmed_1.fastq.gz	LeechJ_xxxx__AF27__bin.5.fa	0.0275	0.0376	95.2	0.132	94.05-96.51	0.132	0.08-0.20	1	1.069	259/9593	89.0	1	AF27_k141_52	zr28333_25
zr28333_25_trimmed_1.fastq.gz	LiZ_2019__SRS3379157__bin.3.fa	0.0256	0.0748	97.79	0.123	97.30-98.34	0.123	0.10-0.15	1	1.371	1270/20657	91.4	464	SRS3379157_k141_320	zr28333_25
zr28333_25_trimmed_1.fastq.gz	EBC_095.37.fa	0.0242	0.0464	99.78	0.117	99.21-100.46	0.117	0.09-0.14	1	1.205	1402/13589	92.94	36	EBC_095.37_EBC_095_scaffold_66	zr28333_25
zr28333_25_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_425__bin.9.fa	0.0231	0.0264	97.78	0.111	96.74-99.05	0.111	0.07-0.15	1	1.323	455/8063	91.14	40	NODE_1_length_598382_cov_75.9985_ID_32759	zr28333_25
zr28333_25_trimmed_1.fastq.gz	FontanaF_2023__SRR20746838__bin.11.fa	0.0222	0.025	97.24	0.107	96.05-98.27	0.107	0.07-0.15	1	1.118	374/7829	90.66	24	NODE_1_length_180989_cov_16.9995_ID_3968	zr28333_25
zr28333_25_trimmed_1.fastq.gz	SEM_41_S58.18.fa	0.0216	0.0488	95.08	0.104	93.94-96.19	0.104	0.07-0.16	1	1.061	326/15803	88.23	4	SEM_41_S58.18_SEM_41_S58_scaffold_33	zr28333_25
zr28333_25_trimmed_1.fastq.gz	YulandiA_2020__SRS6115053__bin.10.fa	0.0178	0.0327	98.02	0.086	96.73-99.34	0.086	0.05-0.12	1	1.213	596/12698	90.6	180	SRS6115053_k141_3360	zr28333_25
zr28333_25_trimmed_1.fastq.gz	EBC_080.1.fa	0.0169	0.0494	97.84	0.081	96.89-99.01	0.081	0.05-0.11	1	1.134	822/20501	90.14	97	EBC_080.1_EBC_080_scaffold_1281	zr28333_25
zr28333_25_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602150__bin.4.fa	0.01	0.0194	96.53	0.048	94.44-98.01	0.048	0.03-0.09	1	1.023	213/13573	87.46	0	NODE_398_length_32439_cov_10.0000_ID_73648	zr28333_25
zr28333_19_trimmed_1.fastq.gz	FontanaF_2023__SRR20746854__bin.2.fa	30.7696	39.3165	96.94	96.0	NA-NA	HIGH	NA-NA	96	92.973	7389/19352	96.94	236	NODE_7_length_112150_cov_14.2384_ID_46122	zr28333_19
zr28333_19_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	23.0772	20.5413	99.14	72.0	NA-NA	HIGH	NA-NA	72	71.139	10395/13589	99.14	27	NODE_1_length_274429_cov_22.9992_ID_7781	zr28333_19
zr28333_19_trimmed_1.fastq.gz	YulandiA_2020__SRS6115052__bin.21.fa	11.2181	5.957	98.95	35.0	NA-NA	HIGH	NA-NA	35	28.556	5741/7955	98.95	21	SRS6115052_k141_129	zr28333_19
zr28333_19_trimmed_1.fastq.gz	LeechJ_xxxx__AF68__bin.13.fa	7.3719	3.6942	99.26	23.0	NA-NA	HIGH	NA-NA	23	23.054	5956/7501	99.26	2	AF68_k141_238	zr28333_19
zr28333_19_trimmed_1.fastq.gz	MAG_19.fa	6.0898	9.1342	99.37	19.0	NA-NA	HIGH	NA-NA	19	18.666	18817/22889	99.37	0	MAG_19_0	zr28333_19
zr28333_19_trimmed_1.fastq.gz	EBC_134.5.fa	5.4488	9.6913	99.02	17.0	NA-NA	HIGH	NA-NA	17	16.584	19404/26324	99.02	0	EBC_134.5_EBC_134_scaffold_561	zr28333_19
zr28333_19_trimmed_1.fastq.gz	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6.fa	4.8078	2.4375	99.82	15.0	NA-NA	HIGH	NA-NA	15	14.759	7353/7783	99.82	0	WK002-1-L-48h-01F6_S30_k141_2565	zr28333_19
zr28333_19_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.10.fa	2.3987	1.6153	96.15	7.484	NA-NA	HIGH	NA-NA	6	7.484	2919/9849	96.15	4166	AF66_k141_123	zr28333_19
zr28333_19_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6.fa	2.1346	1.4664	99.25	6.66	NA-NA	HIGH	NA-NA	6	6.66	8225/10372	99.25	17	TGS12-29_k141_701	zr28333_19
zr28333_19_trimmed_1.fastq.gz	YulandiA_2020__SRS6115053__bin.10.fa	1.9206	1.6344	99.84	5.992	NA-NA	HIGH	NA-NA	6	5.992	12084/12698	99.84	0	SRS6115053_k141_3360	zr28333_19
zr28333_19_trimmed_1.fastq.gz	LeechJ_xxxx__AF15__bin.4.fa	1.3282	1.4303	99.06	4.144	NA-NA	HIGH	NA-NA	4	4.144	11899/15952	99.06	12	AF15_k141_25	zr28333_19
zr28333_19_trimmed_1.fastq.gz	P.1_bin.1.fa	1.0004	1.2915	96.34	3.121	NA-NA	HIGH	NA-NA	3	3.121	6154/19536	96.34	209	P.1_bin.1_k77_21174	zr28333_19
zr28333_19_trimmed_1.fastq.gz	GCF_001885995.1_ASM188599v1_genomic.fa	0.9383	0.6233	97.78	2.927	NA-NA	HIGH	NA-NA	3	2.927	5054/10141	97.78	133	GCF_001885995.1_ASM188599v1_genomic_NZ_JXKT01000001.1 Enterococcus italicus DSM 15952 Scaffold1, whole genome shotgun sequence	zr28333_19
zr28333_19_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	0.4308	0.3533	98.05	1.344	97.93-98.17	1.344	1.26-1.44	2	2.929	4961/12230	97.13	2987	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	zr28333_19
zr28333_19_trimmed_1.fastq.gz	FontanaF_2023__SRR20746839__bin.4.fa	0.3405	0.1646	98.48	1.062	98.35-98.64	1.062	0.98-1.13	1	1.644	2983/7322	97.14	15	NODE_2_length_148631_cov_25.9785_ID_15265	zr28333_19
zr28333_19_trimmed_1.fastq.gz	LeechJ_xxxx__AF89__bin.7.fa	0.2142	0.2458	95.34	0.668	95.09-95.56	0.668	0.61-0.72	1	1.192	2177/17149	93.56	1005	AF89_k141_40	zr28333_19
zr28333_19_trimmed_1.fastq.gz	MotaGutierrezJ_2021__SRR11602140__bin.22.fa	0.1162	0.1213	98.51	0.363	98.25-98.75	0.363	0.33-0.39	1	1.195	3010/15633	94.82	27	NODE_306_length_23997_cov_9.0000_ID_64100	zr28333_19
zr28333_19_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	0.0796	0.0444	97.44	0.248	96.92-97.92	0.248	0.21-0.30	1	1.143	814/8251	92.8	18	ERS3967691_k141_96	zr28333_19
zr28333_19_trimmed_1.fastq.gz	YulandiA_2020__SRS6115053__bin.3.fa	0.0677	0.0731	98.82	0.211	98.47-99.17	0.211	0.19-0.24	1	1.116	2075/15718	93.68	0	SRS6115053_k141_44	zr28333_19
zr28333_19_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	0.0646	0.0294	99.27	0.202	98.65-99.85	0.202	0.16-0.25	1	1.133	1000/6826	93.99	3	NODE_3_length_161229_cov_37.0000_ID_62026	zr28333_19
zr28333_19_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.13.fa	0.0549	0.0201	98.52	0.171	97.61-99.18	0.171	0.13-0.22	1	1.322	597/5623	93.02	32	AF66_k141_253	zr28333_19
zr28333_19_trimmed_1.fastq.gz	MAG_45.fa	0.046	0.0337	98.17	0.144	97.48-98.85	0.144	0.11-0.18	1	1.137	820/10848	92.01	203	MAG_45_0	zr28333_19
zr28333_19_trimmed_1.fastq.gz	LandisEA_2021__SRS5653333__bin.1.fa	0.0291	0.0206	96.88	0.091	95.45-98.21	0.091	0.06-0.14	1	1.04	346/10617	89.54	5	SRS5653333_k141_170	zr28333_19
zr28333_19_trimmed_1.fastq.gz	MAG_312.fa	0.028	0.0277	98.21	0.087	97.07-99.39	0.087	0.06-0.12	1	1.043	719/15037	90.66	0	MAG_312_0	zr28333_19
zr28333_19_trimmed_1.fastq.gz	YouL_2022__SRR13308534__bin.20.fa	0.0245	0.0328	95.11	0.076	93.52-96.74	0.076	0.04-0.12	1	1.217	322/20020	87.53	18	NODE_4_length_158023_cov_10.0000_ID_315023	zr28333_19
zr28333_30_trimmed_1.fastq.gz	LandisEA_2021__SRS5653333__bin.1.fa	35.0993	33.4602	98.57	138.0	NA-NA	HIGH	NA-NA	138	143.204	6793/10617	98.57	2	SRS5653333_k141_170	zr28333_30
zr28333_30_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	29.2494	23.1773	99.0	115.0	NA-NA	HIGH	NA-NA	115	114.343	6500/8865	99.0	30	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	zr28333_30
zr28333_30_trimmed_1.fastq.gz	EBC_082.15.fa	8.902	16.1191	98.77	35.0	NA-NA	HIGH	NA-NA	35	31.066	13937/20483	98.77	32	EBC_082.15_EBC_082_scaffold_602	zr28333_30
zr28333_30_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	7.8846	5.1626	99.38	31.0	NA-NA	HIGH	NA-NA	31	34.15	6091/7379	99.38	0	WK028-2-L-48h-03A1_S20_k141_3165	zr28333_30
zr28333_30_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	4.8325	5.3336	97.52	19.0	NA-NA	HIGH	NA-NA	19	18.185	5610/12230	97.52	2995	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	zr28333_30
zr28333_30_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.13.fa	4.3238	2.1366	98.62	17.0	NA-NA	HIGH	NA-NA	17	16.657	3659/5623	98.62	23	AF66_k141_253	zr28333_30
zr28333_30_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6.fa	3.4361	3.1763	99.35	13.51	NA-NA	HIGH	NA-NA	11	13.51	8477/10372	99.35	0	TGS12-29_k141_701	zr28333_30
zr28333_30_trimmed_1.fastq.gz	EBC_134.5.fa	3.0857	7.385	99.34	12.132	NA-NA	HIGH	NA-NA	12	12.132	21415/26324	99.34	0	EBC_134.5_EBC_134_scaffold_561	zr28333_30
zr28333_30_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.10.fa	1.8423	1.6694	95.82	7.243	NA-NA	HIGH	NA-NA	6	7.243	2623/9849	95.82	4214	AF66_k141_123	zr28333_30
zr28333_30_trimmed_1.fastq.gz	YouL_2022__SRR13308526__bin.24.fa	1.0765	1.894	98.73	4.232	NA-NA	HIGH	NA-NA	4	4.232	13336/19793	98.73	126	NODE_37_length_141872_cov_18.1171_ID_20191	zr28333_30
zr28333_30_trimmed_1.fastq.gz	XieM_2019__SAMC044639__bin.32.fa	0.2076	0.3665	99.33	0.816	99.22-99.44	0.816	0.78-0.85	1	1.528	9030/19857	97.49	0	SAMC044639_k141_719	zr28333_30
zr28333_30_trimmed_1.fastq.gz	MortensenS_xxxx__WK066-2-G-48h-05I1_S125__bin.1.fa	0.0468	0.1089	95.43	0.184	94.79-96.09	0.184	0.15-0.23	1	1.935	1066/25617	90.25	145	WK066-2-G-48h-05I1_S125_k141_135	zr28333_30
zr28333_30_trimmed_1.fastq.gz	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072.fa	0.0134	0.0105	95.84	0.053	93.00-96.25	0.053	0.05-0.13	1	0.923	130/8532	87.37	18	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome	zr28333_30
zr28333_23_trimmed_1.fastq.gz	LeechJ_2020__ERS3967691__bin.13.fa	50.5386	51.4418	98.22	242.0	NA-NA	HIGH	NA-NA	242	203.545	4725/8251	98.22	198	ERS3967691_k141_96	zr28333_23
zr28333_23_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	35.2935	29.2939	99.19	169.0	NA-NA	HIGH	NA-NA	169	171.564	5311/6826	99.19	1	NODE_3_length_161229_cov_37.0000_ID_62026	zr28333_23
zr28333_23_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_425__bin.9.fa	6.8916	6.6939	98.81	33.0	NA-NA	HIGH	NA-NA	33	33.851	5562/8063	98.81	36	NODE_1_length_598382_cov_75.9985_ID_32759	zr28333_23
zr28333_23_trimmed_1.fastq.gz	GCF_004771075.1_ASM477107v1_genomic.fa	3.9679	4.5929	98.49	19.0	NA-NA	HIGH	NA-NA	19	18.211	5789/9278	98.49	0	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome	zr28333_23
zr28333_23_trimmed_1.fastq.gz	EBC_082.15.fa	1.9342	4.7512	98.17	9.262	NA-NA	HIGH	NA-NA	9	9.262	11548/20483	98.17	166	EBC_082.15_EBC_082_scaffold_602	zr28333_23
zr28333_23_trimmed_1.fastq.gz	XieM_2019__SAMC044639__bin.32.fa	0.7508	1.7979	99.32	3.595	NA-NA	HIGH	NA-NA	3	3.595	16094/19857	99.32	0	SAMC044639_k141_719	zr28333_23
zr28333_23_trimmed_1.fastq.gz	EBC_134.5.fa	0.2691	0.8738	98.57	1.289	98.50-98.64	1.289	1.24-1.34	2	1.961	12206/26324	97.55	0	EBC_134.5_EBC_134_scaffold_561	zr28333_23
zr28333_23_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6.fa	0.081	0.1016	99.27	0.388	99.01-99.51	0.388	0.35-0.42	1	1.211	2657/10372	95.7	0	TGS12-29_k141_701	zr28333_23
zr28333_23_trimmed_1.fastq.gz	SEM_41_S58.18.fa	0.0672	0.1288	98.06	0.322	97.75-98.33	0.322	0.29-0.35	1	1.199	2371/15803	94.06	3	SEM_41_S58.18_SEM_41_S58_scaffold_33	zr28333_23
zr28333_23_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	0.0557	0.0834	97.44	0.267	97.03-97.84	0.267	0.23-0.31	1	1.157	1310/12230	93.05	1165	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	zr28333_23
zr28333_23_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.13.fa	0.0504	0.0338	98.28	0.242	97.80-98.77	0.242	0.20-0.28	1	1.112	714/5623	93.56	9	AF66_k141_253	zr28333_23
zr28333_23_trimmed_1.fastq.gz	LeechJ_xxxx__AF73__bin.1.fa	0.0418	0.0913	98.79	0.2	98.43-99.20	0.200	0.18-0.22	1	1.357	2326/18089	93.6	26	AF73_k141_20	zr28333_23
zr28333_23_trimmed_1.fastq.gz	FontanaF_2023__SRR20746854__bin.2.fa	0.0319	0.0745	95.72	0.153	95.00-96.30	0.153	0.12-0.19	1	1.214	758/19352	90.08	208	NODE_7_length_112150_cov_14.2384_ID_46122	zr28333_23
zr28333_23_trimmed_1.fastq.gz	CM_UNINA_FFOOD__FFOOD_226__bin.6.fa	0.0263	0.0411	99.19	0.126	98.57-99.76	0.126	0.10-0.15	1	1.067	1187/12895	92.59	61	NODE_2_length_319059_cov_34.9987_ID_36074	zr28333_23
zr28333_2_trimmed_1.fastq.gz	EBC_082.15.fa	64.6244	66.8923	99.11	122.0	NA-NA	HIGH	NA-NA	122	110.005	15515/20483	99.11	33	EBC_082.15_EBC_082_scaffold_602	zr28333_2
zr28333_2_trimmed_1.fastq.gz	YouL_2022__SRR13308526__bin.24.fa	21.718	21.8444	98.83	41.0	NA-NA	HIGH	NA-NA	41	42.907	13723/19793	98.83	127	NODE_37_length_141872_cov_18.1171_ID_20191	zr28333_2
zr28333_2_trimmed_1.fastq.gz	XieM_2019__SAMC044639__bin.32.fa	6.8784	6.9407	99.56	12.985	NA-NA	HIGH	NA-NA	13	12.985	17315/19857	99.56	0	SAMC044639_k141_719	zr28333_2
zr28333_2_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	2.8481	1.7969	97.14	5.377	NA-NA	HIGH	NA-NA	5	5.377	4982/12230	97.14	2912	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	zr28333_2
zr28333_2_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6.fa	2.4865	1.3139	99.15	4.694	NA-NA	HIGH	NA-NA	4	4.694	7949/10372	99.15	0	TGS12-29_k141_701	zr28333_2
zr28333_2_trimmed_1.fastq.gz	SEM_41_S58.18.fa	0.7526	0.6076	95.44	1.421	95.26-95.55	1.421	1.32-1.57	2	2.062	2821/15803	94.59	4	SEM_41_S58.18_SEM_41_S58_scaffold_33	zr28333_2
zr28333_2_trimmed_1.fastq.gz	EBC_134.5.fa	0.3167	0.4333	98.23	0.598	98.09-98.34	0.598	0.57-0.63	1	1.402	6801/26324	95.73	1	EBC_134.5_EBC_134_scaffold_561	zr28333_2
zr28333_2_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.10.fa	0.2342	0.1213	95.05	0.442	94.58-95.50	0.442	0.37-0.52	1	1.32	731/9849	91.95	1906	AF66_k141_123	zr28333_2
zr28333_2_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	0.0567	0.0257	98.08	0.107	97.04-99.02	0.107	0.08-0.15	1	1.059	494/8865	91.11	0	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	zr28333_2
zr28333_2_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.13.fa	0.0449	0.0127	98.02	0.085	96.39-100.19	0.085	0.04-0.14	1	1.032	248/5623	90.42	15	AF66_k141_253	zr28333_2
zr28333_2_trimmed_1.fastq.gz	MAG_107.fa	0.0395	0.0111	96.79	0.075	94.58-98.60	0.075	0.04-0.14	1	1.133	143/5466	88.91	48	MAG_107_0	zr28333_2
zr28333_12_trimmed_1.fastq.gz	GCF_009913915.1_ASM991391v1_genomic.fa	32.6289	21.1562	99.0	96.0	NA-NA	HIGH	NA-NA	96	95.946	6483/8865	99.0	30	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	zr28333_12
zr28333_12_trimmed_1.fastq.gz	EBC_082.15.fa	17.674	26.1866	98.92	52.0	NA-NA	HIGH	NA-NA	52	45.763	14637/20483	98.92	32	EBC_082.15_EBC_082_scaffold_602	zr28333_12
zr28333_12_trimmed_1.fastq.gz	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101.fa	10.5364	9.5155	97.52	31.0	NA-NA	HIGH	NA-NA	31	34.014	5609/12230	97.52	2995	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	zr28333_12
zr28333_12_trimmed_1.fastq.gz	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5.fa	10.1965	5.463	99.38	30.0	NA-NA	HIGH	NA-NA	30	32.211	6087/7379	99.38	0	WK028-2-L-48h-03A1_S20_k141_3165	zr28333_12
zr28333_12_trimmed_1.fastq.gz	EBC_134.5.fa	8.837	17.3058	99.39	26.0	NA-NA	HIGH	NA-NA	26	26.168	21770/26324	99.39	0	EBC_134.5_EBC_134_scaffold_561	zr28333_12
zr28333_12_trimmed_1.fastq.gz	YouL_2022__SRR13308526__bin.24.fa	7.8173	11.2549	98.81	23.0	NA-NA	HIGH	NA-NA	23	22.934	13668/19793	98.81	127	NODE_37_length_141872_cov_18.1171_ID_20191	zr28333_12
zr28333_12_trimmed_1.fastq.gz	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6.fa	5.4381	4.1134	99.35	16.0	NA-NA	HIGH	NA-NA	16	15.802	8481/10372	99.35	0	TGS12-29_k141_701	zr28333_12
zr28333_12_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.10.fa	4.7337	3.5099	95.93	13.927	NA-NA	HIGH	NA-NA	14	13.927	2713/9849	95.93	4225	AF66_k141_123	zr28333_12
zr28333_12_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.13.fa	1.5413	0.6232	98.56	4.535	NA-NA	HIGH	NA-NA	4	4.535	3588/5623	98.56	23	AF66_k141_253	zr28333_12
zr28333_12_trimmed_1.fastq.gz	XieM_2019__SAMC044639__bin.32.fa	0.4417	0.638	99.35	1.3	99.28-99.40	1.300	1.25-1.35	2	1.963	11813/19857	98.34	0	SAMC044639_k141_719	zr28333_12
zr28333_12_trimmed_1.fastq.gz	MortensenS_xxxx__WK066-2-G-48h-05I1_S125__bin.1.fa	0.0867	0.165	95.84	0.255	95.43-96.21	0.255	0.22-0.29	1	1.424	1581/25617	91.41	153	WK066-2-G-48h-05I1_S125_k141_135	zr28333_12
zr28333_12_trimmed_1.fastq.gz	SEM_41_S58.18.fa	0.0473	0.0547	95.08	0.139	93.91-95.93	0.139	0.10-0.20	1	1.065	430/15803	89.02	4	SEM_41_S58.18_SEM_41_S58_scaffold_33	zr28333_12
zr28333_12_trimmed_1.fastq.gz	LeechJ_xxxx__AF94__bin.2.fa	0.021	0.0138	96.4	0.062	94.06-97.87	0.062	0.04-0.12	1	1.14	171/8895	88.03	13	AF94_k141_14	zr28333_12
zr28333_34_trimmed_1.fastq.gz	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6.fa	54.6045	41.3574	99.89	304.0	NA-NA	HIGH	NA-NA	304	297.705	7514/7783	99.89	0	WK002-1-L-48h-01F6_S30_k141_2565	zr28333_34
zr28333_34_trimmed_1.fastq.gz	FalardeauJ_2023__SRR20811279__bin.3.fa	12.5734	16.7196	99.02	70.0	NA-NA	HIGH	NA-NA	70	71.144	10007/13589	99.02	2	NODE_1_length_274429_cov_22.9992_ID_7781	zr28333_34
zr28333_34_trimmed_1.fastq.gz	GCF_004771075.1_ASM477107v1_genomic.fa	9.3402	8.8478	98.61	52.0	NA-NA	HIGH	NA-NA	52	52.67	6007/9278	98.61	2	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome	zr28333_34
zr28333_34_trimmed_1.fastq.gz	LeechJ_xxxx__AF66__bin.10.fa	6.8256	6.8668	97.64	38.0	NA-NA	HIGH	NA-NA	38	37.346	4695/9849	97.64	15	AF66_k141_123	zr28333_34
zr28333_34_trimmed_1.fastq.gz	EBC_134.5.fa	6.1071	16.2273	95.19	34.0	NA-NA	HIGH	NA-NA	34	30.909	5712/26324	95.19	2744	EBC_134.5_EBC_134_scaffold_561	zr28333_34
zr28333_34_trimmed_1.fastq.gz	MAG_501.fa	3.5924	3.5131	98.85	20.0	NA-NA	HIGH	NA-NA	20	20.572	6788/9710	98.85	1	MAG_501_0	zr28333_34
zr28333_34_trimmed_1.fastq.gz	KharnaiorP_2023__SRR22859379__bin.8.fa	3.0535	2.0742	99.07	17.0	NA-NA	HIGH	NA-NA	17	17.023	5103/6826	99.07	1	NODE_3_length_161229_cov_37.0000_ID_62026	zr28333_34
zr28333_34_trimmed_1.fastq.gz	GCF_001885995.1_ASM188599v1_genomic.fa	2.6943	2.6737	98.01	15.0	NA-NA	HIGH	NA-NA	15	14.781	5440/10141	98.01	12	GCF_001885995.1_ASM188599v1_genomic_NZ_JXKT01000001.1 Enterococcus italicus DSM 15952 Scaffold1, whole genome shotgun sequence	zr28333_34
zr28333_34_trimmed_1.fastq.gz	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38.fa	0.2541	0.2107	99.0	1.415	98.92-99.07	1.415	1.34-1.50	2	1.866	4454/8010	98.12	9	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome	zr28333_34
zr28333_34_trimmed_1.fastq.gz	LiZ_2019__SRS3379157__bin.3.fa	0.215	0.4363	98.53	1.197	98.46-98.61	1.197	1.14-1.24	2	1.86	9122/20657	97.4	1617	SRS3379157_k141_320	zr28333_34
