accession_name	genome_accession	Sequence_abundance	Adjusted_ANI	Eff_cov	Contig_name	completeness	contamination	contigs	taxonomy	species	sample	oat	day	genus	genus_group
zr28333_35	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38	0.0195	96.36	0.058	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome	99.46	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus curvatus	oat_23_d6	oat_23	day6	Latilactobacillus	Latilactobacillus
zr28333_35	XieM_2019__SAMC044639__bin.32	0.043	99.18	0.054	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	oat_23_d6	oat_23	day6	Pantoea	Pantoea
zr28333_35	LimaC_2020__SRR9640350__bin.12	0.0297	97.31	0.047	NODE_7_length_94694_cov_8.8202_ID_19916	99.8	0.44	281	Bacillota;Bacilli;Bacillales_B;Bacillaceae_C;Weizmannia	Weizmannia ginsengihumi	oat_23_d6	oat_23	day6	Weizmannia	Weizmannia
zr28333_35	LeechJ_xxxx__AF15__bin.4	0.0293	99.26	0.045	AF15_k141_25	77.41789117	2.841329195	974	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A	Bacillus A pacificus	oat_23_d6	oat_23	day6	Bacillus_A	Bacillus
zr28333_35	KharnaiorP_2023__SRR22859379__bin.8	0.0105	98.5	0.038	NODE_3_length_161229_cov_37.0000_ID_62026	99.96	0.01	43	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus pentosaceus	oat_23_d6	oat_23	day6	Pediococcus	Pediococcus
zr28333_35	DeFilippisF_xxxx__DF_9__bin.12	0.0123	98.31	0.036	DF_9_k141_14	60.5015674	3.448275862	664	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella_A	Moraxella A sp902506215	oat_23_d6	oat_23	day6	Moraxella_A	Moraxella_A
zr28333_36	LeechJ_xxxx__AF66__bin.10	34.8608	98.29	64	AF66_k141_123	56.71442781	1.66218638	987	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_26_d6	oat_26	day6	Clostridium	Clostridium
zr28333_36	EBC_134.5	61.8617	96.59	43	EBC_134.5_EBC_134_scaffold_561	98.39	8.33	294	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_26_d6	oat_26	day6	Clostridium	Clostridium
zr28333_36	MAG_107	1.3028	99.41	4.418	MAG_107_0	67.86	8.62	565	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A	Bacillus A cereus	oat_26_d6	oat_26	day6	Bacillus_A	Bacillus
zr28333_36	LeechJ_xxxx__AF15__bin.4	1.7151	98.98	1.969	AF15_k141_25	77.41789117	2.841329195	974	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A	Bacillus A pacificus	oat_26_d6	oat_26	day6	Bacillus_A	Bacillus
zr28333_36	XieM_2019__SAMC044639__bin.32	0.2324	98.89	0.219	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	oat_26_d6	oat_26	day6	Pantoea	Pantoea
zr28333_36	MASTER_WP4_CSIC_2__P2603__bin.2	0.0272	95.82	0.062	P2603_k141_86142	74.13793103	0	13	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella_A	Moraxella A sp902506215	oat_26_d6	oat_26	day6	Moraxella_A	Moraxella_A
zr28333_25	KharnaiorP_2023__SRR22859379__bin.8	50.2167	99.58	247	NODE_3_length_161229_cov_37.0000_ID_62026	99.96	0.01	43	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus pentosaceus	oat_19_d3	oat_19	day3	Pediococcus	Pediococcus
zr28333_25	LeechJ_xxxx__AF66__bin.13	28.2425	99.59	172	AF66_k141_253	56.50470219	0	338	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus taiwanensis	oat_19_d3	oat_19	day3	Lactococcus	Lactococcus
zr28333_25	MAG_45	6.5487	99.58	20	MAG_45_0	85.45	0.19	536	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D casseliflavus	oat_19_d3	oat_19	day3	Enterococcus_D	Enterococcus
zr28333_25	YulandiA_2020__SRS6115052__bin.21	2.8883	99.28	12.164	SRS6115052_k141_129	98.36400818	0	104	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella paramesenteroides	oat_19_d3	oat_19	day3	Weissella	Weissella
zr28333_25	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38	1.4248	99.17	5.742	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome	99.46	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus curvatus	oat_19_d3	oat_19	day3	Latilactobacillus	Latilactobacillus
zr28333_25	EBC_082.15	2.9532	98.9	4.908	EBC_082.15_EBC_082_scaffold_602	92.69	4.54	82	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia	Kosakonia cowanii	oat_19_d3	oat_19	day3	Kosakonia	Kosakonia
zr28333_25	FontanaF_2023__SRR20746834__bin.2	1.3845	98.29	3.894	NODE_15_length_59385_cov_11.2996_ID_3067	99.89	0.4	332	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B durans	oat_19_d3	oat_19	day3	Enterococcus_B	Enterococcus
zr28333_25	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	1.384	97.99	3.774	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B lactis	oat_19_d3	oat_19	day3	Enterococcus_B	Enterococcus
zr28333_25	LandisEA_2021__SRS5653333__bin.1	0.6253	98.56	1.974	SRS5653333_k141_170	99.18478261	1.358695652	124	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Loigolactobacillus	Loigolactobacillus coryniformis	oat_19_d3	oat_19	day3	Loigolactobacillus	Loigolactobacillus
zr28333_25	XieM_2019__SAMC044639__bin.32	0.9451	99.65	1.611	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	oat_19_d3	oat_19	day3	Pantoea	Pantoea
zr28333_25	EBC_134.5	1.205	99.08	1.515	EBC_134.5_EBC_134_scaffold_561	98.39	8.33	294	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_19_d3	oat_19	day3	Clostridium	Clostridium
zr28333_25	GCF_009913915.1_ASM991391v1_genomic	0.3948	99.07	1.499	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	oat_19_d3	oat_19	day3	Leuconostoc	Leuconostoc
zr28333_25	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	0.2617	99.45	1.203	WK028-2-L-48h-03A1_S20_k141_3165	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc citreum	oat_19_d3	oat_19	day3	Leuconostoc	Leuconostoc
zr28333_25	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6	0.2931	99.65	0.954	TGS12-29_k141_701	99.62546816	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B faecium	oat_19_d3	oat_19	day3	Enterococcus_B	Enterococcus
zr28333_25	LeechJ_xxxx__AF66__bin.10	0.2466	95.42	0.819	AF66_k141_123	56.71442781	1.66218638	987	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_19_d3	oat_19	day3	Clostridium	Clostridium
zr28333_25	LeechJ_xxxx__AF53__bin.10	0.1769	97.92	0.567	AF53_k141_67	62.43849788	0.065486296	939	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium saccharobutylicum	oat_19_d3	oat_19	day3	Clostridium	Clostridium
zr28333_25	CM_UNINA_FFOOD__FFOOD_226__bin.6	0.1699	98.99	0.443	NODE_2_length_319059_cov_34.9987_ID_36074	100	4.65	51	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B hirae	oat_19_d3	oat_19	day3	Enterococcus_B	Enterococcus
zr28333_25	LeechJ_xxxx__AF73__bin.2	0.1892	98.94	0.343	AF73_k141_59	96.33336326	1.470508658	112	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter_D	Enterobacter D kobei A	oat_19_d3	oat_19	day3	Enterobacter_D	Enterobacter_D
zr28333_25	YouL_2022__SRR13308526__bin.24	0.0896	98.12	0.153	NODE_37_length_141872_cov_18.1171_ID_20191	88.99	4.01	218	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter ludwigii	oat_19_d3	oat_19	day3	Enterobacter	Enterobacter
zr28333_25	LeechJ_xxxx__AF27__bin.5	0.0376	95.2	0.132	AF27_k141_52	61.28164465	0.44837907	808	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E	Pseudomonas E parafulva B	oat_19_d3	oat_19	day3	Pseudomonas_E	Pseudomonas_E
zr28333_25	LiZ_2019__SRS3379157__bin.3	0.0748	97.79	0.123	SRS3379157_k141_320	99.44609788	0.639880952	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter mori	oat_19_d3	oat_19	day3	Enterobacter	Enterobacter
zr28333_25	EBC_095.37	0.0464	99.78	0.117	EBC_095.37_EBC_095_scaffold_66	58.62	0	70	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Erwinia	Erwinia sp003937915	oat_19_d3	oat_19	day3	Erwinia	Erwinia
zr28333_25	CM_UNINA_FFOOD__FFOOD_425__bin.9	0.0264	97.78	0.111	NODE_1_length_598382_cov_75.9985_ID_32759	99.98	0	9	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus acidilactici	oat_19_d3	oat_19	day3	Pediococcus	Pediococcus
zr28333_25	FontanaF_2023__SRR20746838__bin.11	0.025	97.24	0.107	NODE_1_length_180989_cov_16.9995_ID_3968	91.82	0.24	71	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus garvieae	oat_19_d3	oat_19	day3	Lactococcus	Lactococcus
zr28333_25	SEM_41_S58.18	0.0488	95.08	0.104	SEM_41_S58.18_SEM_41_S58_scaffold_33	67.4	0	639	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_B	Pseudomonas B benzopyrenica	oat_19_d3	oat_19	day3	Pseudomonas_B	Pseudomonas_B
zr28333_25	YulandiA_2020__SRS6115053__bin.10	0.0327	98.02	0.086	SRS6115053_k141_3360	97.73584906	0.377358491	114	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D gallinarum	oat_19_d3	oat_19	day3	Enterococcus_D	Enterococcus
zr28333_25	EBC_080.1	0.0494	97.84	0.081	EBC_080.1_EBC_080_scaffold_1281	96.07	3.48	35	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Erwinia	Erwinia persicina	oat_19_d3	oat_19	day3	Erwinia	Erwinia
zr28333_25	MotaGutierrezJ_2021__SRR11602150__bin.4	0.0194	96.53	0.048	NODE_398_length_32439_cov_10.0000_ID_73648	92.68	2.44	600	Actinomycetota;Actinomycetes;Actinomycetales;Microbacteriaceae;Curtobacterium	Curtobacterium citreum	oat_19_d3	oat_19	day3	Curtobacterium	Curtobacterium
zr28333_19	FontanaF_2023__SRR20746854__bin.2	39.3165	96.94	96	NODE_7_length_112150_cov_14.2384_ID_46122	100	0.01	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter intestinihominis	oat_4_d3	oat_4	day3	Enterobacter	Enterobacter
zr28333_19	FalardeauJ_2023__SRR20811279__bin.3	20.5413	99.14	72	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	oat_4_d3	oat_4	day3	Lactiplantibacillus	Lactiplantibacillus
zr28333_19	YulandiA_2020__SRS6115052__bin.21	5.957	98.95	35	SRS6115052_k141_129	98.36400818	0	104	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella paramesenteroides	oat_4_d3	oat_4	day3	Weissella	Weissella
zr28333_19	LeechJ_xxxx__AF68__bin.13	3.6942	99.26	23	AF68_k141_238	98.03664921	2.137870855	195	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;NA	NA spp.	oat_4_d3	oat_4	day3	NA	NA
zr28333_19	MAG_19	9.1342	99.37	19	MAG_19_0	98.94	0.47	86	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	Klebsiella pneumoniae	oat_4_d3	oat_4	day3	Klebsiella	Klebsiella
zr28333_19	EBC_134.5	9.6913	99.02	17	EBC_134.5_EBC_134_scaffold_561	98.39	8.33	294	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_4_d3	oat_4	day3	Clostridium	Clostridium
zr28333_19	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	2.4375	99.82	15	WK002-1-L-48h-01F6_S30_k141_2565	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc falkenbergense	oat_4_d3	oat_4	day3	Leuconostoc	Leuconostoc
zr28333_19	LeechJ_xxxx__AF66__bin.10	1.6153	96.15	7.484	AF66_k141_123	56.71442781	1.66218638	987	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_4_d3	oat_4	day3	Clostridium	Clostridium
zr28333_19	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6	1.4664	99.25	6.66	TGS12-29_k141_701	99.62546816	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B faecium	oat_4_d3	oat_4	day3	Enterococcus_B	Enterococcus
zr28333_19	YulandiA_2020__SRS6115053__bin.10	1.6344	99.84	5.992	SRS6115053_k141_3360	97.73584906	0.377358491	114	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D gallinarum	oat_4_d3	oat_4	day3	Enterococcus_D	Enterococcus
zr28333_19	LeechJ_xxxx__AF15__bin.4	1.4303	99.06	4.144	AF15_k141_25	77.41789117	2.841329195	974	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A	Bacillus A pacificus	oat_4_d3	oat_4	day3	Bacillus_A	Bacillus
zr28333_19	P.1_bin.1	1.2915	96.34	3.121	P.1_bin.1_k77_21174	98.9	0.71	143	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Cronobacter	Cronobacter malonaticus	oat_4_d3	oat_4	day3	Cronobacter	Cronobacter
zr28333_19	GCF_001885995.1_ASM188599v1_genomic	0.6233	97.78	2.927	GCF_001885995.1_ASM188599v1_genomic_NZ_JXKT01000001.1 Enterococcus italicus DSM 15952 Scaffold1, whole genome shotgun sequence	99.01	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_G	Enterococcus G italicus	oat_4_d3	oat_4	day3	Enterococcus_G	Enterococcus
zr28333_19	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	0.3533	98.05	1.344	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B lactis	oat_4_d3	oat_4	day3	Enterococcus_B	Enterococcus
zr28333_19	FontanaF_2023__SRR20746839__bin.4	0.1646	98.48	1.062	NODE_2_length_148631_cov_25.9785_ID_15265	99.89	0.03	58	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus	Limosilactobacillus fermentum	oat_4_d3	oat_4	day3	Limosilactobacillus	Limosilactobacillus
zr28333_19	LeechJ_xxxx__AF89__bin.7	0.2458	95.34	0.668	AF89_k141_40	89.13303923	3.907431028	666	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter vonholyi	oat_4_d3	oat_4	day3	Enterobacter	Enterobacter
zr28333_19	MotaGutierrezJ_2021__SRR11602140__bin.22	0.1213	98.51	0.363	NODE_306_length_23997_cov_9.0000_ID_64100	76.3	2.56	977	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea dispersa	oat_4_d3	oat_4	day3	Pantoea	Pantoea
zr28333_19	LeechJ_2020__ERS3967691__bin.13	0.0444	97.44	0.248	ERS3967691_k141_96	92.61758691	1.533742331	211	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella cibaria	oat_4_d3	oat_4	day3	Weissella	Weissella
zr28333_19	YulandiA_2020__SRS6115053__bin.3	0.0731	98.82	0.211	SRS6115053_k141_44	87.46957694	2.784657723	888	Pseudomonadota;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Comamonas	Comamonas terrae	oat_4_d3	oat_4	day3	Comamonas	Comamonas
zr28333_19	KharnaiorP_2023__SRR22859379__bin.8	0.0294	99.27	0.202	NODE_3_length_161229_cov_37.0000_ID_62026	99.96	0.01	43	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus pentosaceus	oat_4_d3	oat_4	day3	Pediococcus	Pediococcus
zr28333_19	LeechJ_xxxx__AF66__bin.13	0.0201	98.52	0.171	AF66_k141_253	56.50470219	0	338	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus taiwanensis	oat_4_d3	oat_4	day3	Lactococcus	Lactococcus
zr28333_19	MAG_45	0.0337	98.17	0.144	MAG_45_0	85.45	0.19	536	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D casseliflavus	oat_4_d3	oat_4	day3	Enterococcus_D	Enterococcus
zr28333_19	LandisEA_2021__SRS5653333__bin.1	0.0206	96.88	0.091	SRS5653333_k141_170	99.18478261	1.358695652	124	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Loigolactobacillus	Loigolactobacillus coryniformis	oat_4_d3	oat_4	day3	Loigolactobacillus	Loigolactobacillus
zr28333_19	MAG_312	0.0277	98.21	0.087	MAG_312_0	99.73	0.05	90	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	Acinetobacter baumannii	oat_4_d3	oat_4	day3	Acinetobacter	Acinetobacter
zr28333_19	YouL_2022__SRR13308534__bin.20	0.0328	95.11	0.076	NODE_4_length_158023_cov_10.0000_ID_315023	98.06	2.43	339	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium_T	Clostridium T intestinale	oat_4_d3	oat_4	day3	Clostridium_T	Clostridium_T
zr28333_30	LandisEA_2021__SRS5653333__bin.1	33.4602	98.57	138	SRS5653333_k141_170	99.18478261	1.358695652	124	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Loigolactobacillus	Loigolactobacillus coryniformis	oat_16_d6	oat_16	day6	Loigolactobacillus	Loigolactobacillus
zr28333_30	GCF_009913915.1_ASM991391v1_genomic	23.1773	99	115	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	oat_16_d6	oat_16	day6	Leuconostoc	Leuconostoc
zr28333_30	EBC_082.15	16.1191	98.77	35	EBC_082.15_EBC_082_scaffold_602	92.69	4.54	82	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia	Kosakonia cowanii	oat_16_d6	oat_16	day6	Kosakonia	Kosakonia
zr28333_30	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	5.1626	99.38	31	WK028-2-L-48h-03A1_S20_k141_3165	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc citreum	oat_16_d6	oat_16	day6	Leuconostoc	Leuconostoc
zr28333_30	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	5.3336	97.52	19	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B lactis	oat_16_d6	oat_16	day6	Enterococcus_B	Enterococcus
zr28333_30	LeechJ_xxxx__AF66__bin.13	2.1366	98.62	17	AF66_k141_253	56.50470219	0	338	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus taiwanensis	oat_16_d6	oat_16	day6	Lactococcus	Lactococcus
zr28333_30	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6	3.1763	99.35	13.51	TGS12-29_k141_701	99.62546816	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B faecium	oat_16_d6	oat_16	day6	Enterococcus_B	Enterococcus
zr28333_30	EBC_134.5	7.385	99.34	12.132	EBC_134.5_EBC_134_scaffold_561	98.39	8.33	294	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_16_d6	oat_16	day6	Clostridium	Clostridium
zr28333_30	LeechJ_xxxx__AF66__bin.10	1.6694	95.82	7.243	AF66_k141_123	56.71442781	1.66218638	987	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_16_d6	oat_16	day6	Clostridium	Clostridium
zr28333_30	YouL_2022__SRR13308526__bin.24	1.894	98.73	4.232	NODE_37_length_141872_cov_18.1171_ID_20191	88.99	4.01	218	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter ludwigii	oat_16_d6	oat_16	day6	Enterobacter	Enterobacter
zr28333_30	XieM_2019__SAMC044639__bin.32	0.3665	99.33	0.816	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	oat_16_d6	oat_16	day6	Pantoea	Pantoea
zr28333_30	MortensenS_xxxx__WK066-2-G-48h-05I1_S125__bin.1	0.1089	95.43	0.184	WK066-2-G-48h-05I1_S125_k141_135	97.98387097	1.612903226	338	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium saccharoperbutylacetonicum	oat_16_d6	oat_16	day6	Clostridium	Clostridium
zr28333_30	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072	0.0105	95.84	0.053	ODFM-BA-A-0027-003_Lactobacillus_sakei_WiKim0072_NZ_CP025136.1 Lactobacillus sakei strain WiKim0072 chromosome, complete genome	99.46	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus sakei	oat_16_d6	oat_16	day6	Latilactobacillus	Latilactobacillus
zr28333_23	LeechJ_2020__ERS3967691__bin.13	51.4418	98.22	242	ERS3967691_k141_96	92.61758691	1.533742331	211	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella cibaria	oat_17_d3	oat_17	day3	Weissella	Weissella
zr28333_23	KharnaiorP_2023__SRR22859379__bin.8	29.2939	99.19	169	NODE_3_length_161229_cov_37.0000_ID_62026	99.96	0.01	43	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus pentosaceus	oat_17_d3	oat_17	day3	Pediococcus	Pediococcus
zr28333_23	CM_UNINA_FFOOD__FFOOD_425__bin.9	6.6939	98.81	33	NODE_1_length_598382_cov_75.9985_ID_32759	99.98	0	9	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus acidilactici	oat_17_d3	oat_17	day3	Pediococcus	Pediococcus
zr28333_23	GCF_004771075.1_ASM477107v1_genomic	4.5929	98.49	19	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome	99.08	0	2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella confusa	oat_17_d3	oat_17	day3	Weissella	Weissella
zr28333_23	EBC_082.15	4.7512	98.17	9.262	EBC_082.15_EBC_082_scaffold_602	92.69	4.54	82	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia	Kosakonia cowanii	oat_17_d3	oat_17	day3	Kosakonia	Kosakonia
zr28333_23	XieM_2019__SAMC044639__bin.32	1.7979	99.32	3.595	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	oat_17_d3	oat_17	day3	Pantoea	Pantoea
zr28333_23	EBC_134.5	0.8738	98.57	1.289	EBC_134.5_EBC_134_scaffold_561	98.39	8.33	294	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_17_d3	oat_17	day3	Clostridium	Clostridium
zr28333_23	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6	0.1016	99.27	0.388	TGS12-29_k141_701	99.62546816	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B faecium	oat_17_d3	oat_17	day3	Enterococcus_B	Enterococcus
zr28333_23	SEM_41_S58.18	0.1288	98.06	0.322	SEM_41_S58.18_SEM_41_S58_scaffold_33	67.4	0	639	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_B	Pseudomonas B benzopyrenica	oat_17_d3	oat_17	day3	Pseudomonas_B	Pseudomonas_B
zr28333_23	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	0.0834	97.44	0.267	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B lactis	oat_17_d3	oat_17	day3	Enterococcus_B	Enterococcus
